-2 0.135335283236613
-1.875 0.153354966844929
-1.75 0.173773943450445
-1.625 0.196911675204194
-1.5 0.22313016014843
-1.375 0.252839595804746
-1.25 0.28650479686019
-1.125 0.32465246735835
-1 0.367879441171442
-0.875 0.416862019678509
-0.75 0.472366552741015
-0.625 0.53526142851899
-0.5 0.606530659712634
-0.375 0.687289278790972
-0.25 0.778800783071405
-0.125 0.882496902584595
0 1
0.125 1.13314845306683
0.25 1.28402541668774
0.375 1.4549914146182
0.5 1.64872127070013
0.625 1.86824595743222
0.75 2.11700001661267
0.875 2.3988752939671
1 2.71828182845904
1.125 3.08021684891803
1.25 3.49034295746184
1.375 3.95507672292058
1.5 4.48168907033806
1.625 5.07841903718008
1.75 5.75460267600572
1.875 6.52081912033011
2 7.38905609893065
